Fund,Fund Description,Department,Department Description,Business Unit,Business Unit Description,Object Account,Object Account Description,FY14 Budgeted Expenses,FY14 Actual Expenses,FY15 Budgeted Expenses,FY15 Actual Expenses,FY16 Budgeted Expenses,FY16 Actual Expenses,FY17 Budgeted Expenses,FY17 Actual Expenses,FY18 Budgeted Expenses,FY18 Actual Expenses,FY19 Budgeted Expenses,FY19 Actual Expenses
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501115,MNPS Career Ladder,15000.00,13000.00,13000.00,7500.00,7600.00,6000.00,0.00,3000.00,3000.00,3000.00,0.00,3000.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501122,Retirement Incentive Pay,67900.00,67944.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501172,Employer OASDI,151900.00,135792.44,122112.00,126507.12,132016.00,118933.23,122322.41,124885.46,141344.21,124351.66,141795.00,127475.49
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501173,Employer SSN Medical,32700.00,31926.72,30313.00,29701.81,31283.00,28126.07,29575.40,29958.87,33956.01,29846.55,33178.00,29995.61
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501174,Employer Group Health,415300.00,405456.25,447000.00,363912.13,449000.00,334604.37,420000.00,356922.39,455100.03,360981.75,455000.00,382565.13
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501175,Employer Dental Group,0.00,1692.39,0.00,1731.79,0.00,1583.65,0.00,2255.25,0.00,1611.67,0.00,2748.57
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501176,Employer Group Life,0.00,3117.42,0.00,3146.90,0.00,2851.08,0.00,3240.40,0.00,2754.00,0.00,2726.87
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501177,Employer Pension,26000.00,18424.48,20189.00,18732.11,27646.00,15976.48,17700.00,15371.65,25374.91,12246.59,15386.00,15850.63
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501183,MNPS FICA Career Ladder,700.00,765.66,900.00,439.80,500.00,351.93,0.00,174.59,300.00,174.49,0.00,173.66
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501184,MNPS SSN Medical Career Ladd,0.00,179.02,100.00,102.88,0.00,82.25,0.00,40.91,0.00,40.83,0.00,40.59
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501185,MNPS Emp'r Pension Career La,1500.00,1154.40,1200.00,678.00,1200.00,542.40,0.00,271.20,300.00,272.41,0.00,313.80
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,501186,MNPS Emp'r Pension TCRS,205100.00,187070.33,168429.00,181856.44,176388.00,169082.29,169570.09,174003.44,184604.74,173389.37,191372.00,192094.72
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502101,Electric,103800.00,90737.67,105400.00,86202.12,102200.00,81258.83,102200.00,82836.07,91600.00,84726.72,85000.00,82950.99
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502102,Water,15000.00,11726.61,14400.00,9157.77,10700.00,5190.56,10700.00,11322.82,10700.00,8390.93,7700.00,10978.83
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502103,Gas,10600.00,9076.18,10900.00,8140.84,9000.00,5557.73,8100.00,8254.20,8100.00,7069.48,4800.00,7113.01
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502105,Cable Television,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101.23,0.00,-9.11,0.00,45.46
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502111,Stormwater,900.00,1200.00,1500.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,3200.00,3200.00,3600.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502229,Management Consultant,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163.78
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502232,Entertainment Service,0.00,443.00,0.00,0.00,800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502309,Educational Service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,579.32,0.00,-579.32,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502357,Internet Services,0.00,0.00,0.00,0.00,0.00,258.90,0.00,218.02,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502365,Bus Service,0.00,0.00,0.00,0.00,0.00,480.00,0.00,0.00,250.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502451,Employee Out-of-town Travel,0.00,563.97,0.00,0.00,4500.00,16214.33,955.00,1224.80,0.00,-7640.50,0.00,297.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502453,Employee Local Travel/Park,500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502501,Telephone & Telegraph,0.00,0.00,0.00,3.35,0.00,3.59,0.00,2.89,0.00,2.12,0.00,2.12
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502701,Printing/Binding,800.00,696.00,0.00,336.89,0.00,997.39,0.00,1073.06,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502702,Sign Printing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,498.00,0.00,-498.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502801,Advertising & Promot'n,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,410.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502850,Subscriptions,0.00,0.00,0.00,0.00,0.00,6800.00,0.00,5622.54,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502883,Registration,600.00,420.00,0.00,1000.00,4027.00,1455.00,938.00,1390.00,225.00,-1420.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502884,Membership Dues,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.00,0.00,165.00,450.00,598.85
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,502920,Other Rpr & Maint Srvc,0.00,0.00,0.00,998.31,0.00,-141.49,0.00,43.63,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503050,Host & Hostess,0.00,0.00,0.00,0.00,3500.00,2670.95,1250.00,1481.33,2350.00,405.25,0.00,59.09
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503100,Offc & Admin Supply,3580.00,2324.24,0.00,2869.31,8000.00,3865.31,8050.00,4899.82,8000.00,3509.11,6000.00,4868.60
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503120,Computer Software,0.00,0.00,0.00,0.00,7920.00,2999.00,5990.00,0.00,268.00,268.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503150,"Furniture < $10,000",0.00,0.00,0.00,0.00,0.00,0.00,5144.00,4797.15,3501.00,7067.43,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503190,Educational Equipment,2300.00,1437.89,0.00,7985.45,0.00,3230.22,0.00,2608.02,5716.00,5557.05,0.00,6.49
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503200,HHold & Jnitr Supply,0.00,0.00,0.00,126.40,0.00,180.87,0.00,111.82,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503210,Food & Ice,0.00,0.00,0.00,0.00,0.00,158.33,0.00,19.67,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503330,Books/Magazines/Periodicals,5370.00,5369.89,4910.00,4906.99,5537.00,3328.42,3757.50,4488.37,3188.00,3182.12,3270.00,3264.01
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503350,Educational Supply,14600.00,15641.61,22940.00,6616.04,16447.00,6256.17,13007.00,7720.54,28595.00,13362.51,12491.00,6577.65
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503400,Medical Supply,500.00,8.95,0.00,36.10,0.00,151.07,0.00,162.19,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,503973,Audio Visual Materials,0.00,0.00,0.00,90.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,505231,Rent Building & Land,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3000.00,4.30,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,505233,Rent Equipment,1800.00,1556.39,0.00,0.00,0.00,0.00,2317.00,3825.75,3584.00,5315.41,3200.00,3033.31
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,505252,Software License,0.00,0.00,0.00,0.00,0.00,0.00,0.00,367.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101790,MNPS John B Whitsitt Elem,531001,Transfer Operational,3800.00,4257.00,3800.00,3800.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501101,Regular Pay,2837700.00,3008480.11,2832254.10,3096756.69,3069587.00,3159454.60,3118500.00,3202503.61,3223225.41,3291936.13,3549497.00,3597105.87
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501107,Supplemental Pay,101800.00,24668.70,5900.00,19450.22,0.00,20217.31,33322.19,25926.32,79483.15,49357.09,49045.00,59566.36
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501108,Injured on Duty Pay,0.00,0.00,0.00,280.14,0.00,0.00,0.00,0.00,900.00,860.89,0.00,8035.09
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501110,In-Service Train Supp,0.00,42.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5185.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501115,MNPS Career Ladder,13000.00,9750.00,10200.00,11200.00,11200.00,9200.00,0.00,9200.00,10200.00,10176.28,0.00,7168.02
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501172,Employer OASDI,182000.00,177393.38,175225.76,182083.99,190317.00,185217.78,195379.18,187999.73,201736.37,200457.07,223095.00,214994.66
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501173,Employer SSN Medical,42600.00,41550.48,43076.18,42615.21,44503.00,43369.39,45662.87,43984.34,47066.00,46889.77,52199.00,50345.57
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501174,Employer Group Health,511000.00,483636.90,650000.00,498507.18,640000.00,534154.64,667000.00,550800.71,669700.04,564675.17,722000.00,603493.86
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501175,Employer Dental Group,0.00,2780.95,0.00,2564.03,0.00,2661.12,0.00,3033.19,0.00,3937.54,0.00,4683.04
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501176,Employer Group Life,0.00,4461.21,0.00,4695.36,0.00,4716.35,0.00,4840.24,100.00,5079.57,0.00,4504.28
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501177,Employer Pension,36800.00,37578.00,44838.74,38963.78,38150.00,34942.37,35600.00,27913.01,41670.74,32696.61,31392.00,39201.01
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501183,MNPS FICA Career Ladder,500.00,574.65,600.00,653.72,600.00,538.40,0.00,536.25,600.00,595.98,0.00,417.70
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501184,MNPS SSN Medical Career Ladd,0.00,134.41,0.00,152.80,0.00,125.89,0.00,125.49,100.00,139.39,0.00,97.74
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501185,MNPS Emp'r Pension Career La,1400.00,817.00,900.00,1012.50,1400.00,831.70,0.00,741.30,800.00,744.60,0.00,670.95
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,501186,MNPS Emp'r Pension TCRS,239382.00,244063.35,233836.23,256022.85,255268.00,260074.00,266385.77,264116.93,265253.89,276234.60,293907.00,316799.20
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502101,Electric,142200.00,121225.24,141100.00,108936.40,123400.00,119274.23,123400.00,126746.19,110600.00,126664.64,125000.00,129299.82
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502102,Water,23300.00,11632.00,14700.00,17553.99,18300.00,30733.35,26100.00,21767.28,26100.00,18452.70,18100.00,13345.69
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502103,Gas,18800.00,15893.05,19200.00,17088.12,19500.00,9551.15,17600.00,11717.36,17600.00,18185.53,12600.00,20863.58
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502111,Stormwater,900.00,1200.00,1500.00,1200.00,1200.00,1200.00,1200.00,1200.00,1200.00,3200.00,3200.00,3600.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502229,Management Consultant,0.00,0.00,0.00,0.00,1000.00,0.00,3000.00,0.00,0.00,0.00,6900.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502232,Entertainment Service,0.00,0.00,0.00,0.00,0.00,0.00,5000.00,0.00,0.00,0.00,1000.00,896.35
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502309,Educational Service,0.00,0.00,0.00,1409.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502365,Bus Service,0.00,153.00,0.00,3990.00,1500.00,513.00,2500.00,240.00,0.00,0.00,17500.00,15400.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502451,Employee Out-of-town Travel,7000.00,0.00,0.00,0.00,0.00,1887.96,5000.00,2589.17,9000.00,8576.76,10000.00,9749.42
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502453,Employee Local Travel/Park,0.00,265.71,0.00,805.46,0.00,824.32,1074.00,815.26,0.00,452.41,0.00,52.52
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502501,Telephone & Telegraph,0.00,0.00,0.00,58.83,1000.00,27.54,1000.00,38.12,0.00,38.25,0.00,31.45
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502520,Postage & Delivery Srvc,0.00,0.00,2000.00,0.00,1500.00,0.00,3000.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502701,Printing/Binding,0.00,70.00,0.00,70.00,0.00,1737.00,2000.00,239.00,0.00,554.09,0.00,233.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502702,Sign Printing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,390.84,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502801,Advertising & Promot'n,0.00,0.00,5000.00,1415.00,0.00,0.00,5000.00,0.00,0.00,0.00,3300.00,3220.30
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502851,Subscriptions,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502883,Registration,5000.00,0.00,2000.00,0.00,4500.00,1532.70,2500.00,0.00,4950.00,0.00,3700.00,2866.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,502920,Other Rpr & Maint Srvc,0.00,1404.52,0.00,93.42,1000.00,500.00,1640.00,550.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503050,Host & Hostess,0.00,0.00,0.00,0.00,0.00,0.00,3500.00,0.00,4000.00,2646.50,7225.00,6544.89
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503100,Offc & Admin Supply,0.00,4375.38,10000.00,16793.35,5000.00,16330.78,14000.00,18949.17,5004.00,6872.60,0.00,325.30
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503120,Computer Software,0.00,0.00,0.00,4035.00,15000.00,13350.00,0.00,0.00,2600.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503150,"Furniture < $10,000",0.00,0.00,2000.00,1592.89,500.00,2361.39,5731.00,1980.95,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503190,Educational Equipment,0.00,0.00,0.00,79.86,0.00,384.20,69790.00,59390.41,900.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503330,Books/Magazines/Periodicals,4000.00,5553.89,7000.00,5338.17,5998.00,5993.93,8000.00,5880.04,5205.00,6938.27,5475.00,5467.33
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503350,Educational Supply,39000.00,38789.07,39009.00,26734.41,27000.00,17220.61,20560.00,26625.42,42908.00,22392.63,12818.00,10318.50
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503360,Supplies - Visual & Performing,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2500.00,3174.83
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503400,Medical Supply,0.00,0.00,0.00,710.92,0.00,574.05,0.00,5468.63,0.00,14.73,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,503600,Repair & Maint Supply,0.00,152.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,505233,Rent Equipment,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,7648.99,10000.00,8586.76,10000.00,9433.68
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,505252,Software License,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2550.00,0.00,350.00
35131,MNPS General Purpose,80,MNPS,80101805,MNPS Wright Middle,531001,Transfer Operational,5700.00,5940.00,5700.00,5700.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501101,Regular Pay,3239300.00,3185304.14,3796700.00,3387410.64,4476500.00,4364987.07,5567600.00,4143057.51,2929079.32,2759245.38,4910400.00,2423638.20
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501104,Overtime Pay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157.46,0.00,966.38
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501106,Shift Differential Pay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.40,0.00,29.69,0.00,18.41
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501107,Supplemental Pay,1600.00,14297.77,1600.00,66337.16,0.00,98976.87,0.00,359811.26,417999.83,658108.90,150000.00,724612.29
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501108,Injured on Duty Pay,0.00,0.00,0.00,0.00,0.00,1008.78,0.00,648.35,0.00,12043.40,0.00,6145.66
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501110,In Service,0.00,0.00,0.00,0.00,0.00,0.00,569000.00,73663.50,569000.00,116730.00,569000.00,59216.75
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501115,MNPS Career Ladder,1000.00,2000.00,2000.00,12780.00,10000.00,3765.98,0.00,8400.00,9200.00,8197.89,0.00,8778.51
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501172,Employer OASDI,148400.00,173319.58,150600.00,190799.77,454600.00,243710.88,308000.00,248322.99,188800.00,200139.42,75700.00,173156.14
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501173,Employer SSN Medical,36500.00,42625.98,37800.00,46107.38,104800.00,60180.85,71100.00,61947.40,38100.00,51558.48,261800.00,44449.55
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501174,Employer Group Health,531800.00,699414.50,534600.00,736775.83,461700.00,854002.71,460200.00,793350.67,185800.00,408873.43,749900.00,381242.56
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501175,Employer Dental Group,0.00,17922.06,0.00,18092.84,0.00,20275.48,0.00,22658.20,0.00,8458.79,0.00,6300.30
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501176,Employer Group Life,0.00,10864.73,0.00,12069.15,0.00,14220.84,0.00,14360.88,0.00,5846.99,0.00,3867.98
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501177,Employer Pension,266200.00,249784.95,284100.00,258778.82,320000.00,259118.30,299000.00,252503.30,177820.00,106299.16,98800.00,68547.67
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501183,MNPS FICA Career Ladder,0.00,118.24,100.00,113.17,200.00,212.82,0.00,174.65,400.00,115.38,0.00,175.52
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501184,MNPS SSN Medical Career Ladd,0.00,27.65,0.00,182.79,0.00,49.71,0.00,119.09,100.00,117.00,0.00,124.85
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501185,MNPS Emp'r Pension Career La,100.00,177.60,200.00,180.80,400.00,340.45,0.00,271.20,600.00,180.71,0.00,313.54
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,501186,MNPS Emp'r Pension TCRS,79500.00,132166.60,80700.00,151630.90,477100.00,207676.93,265000.00,177696.10,201775.54,215565.08,505400.00,226749.34
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502365,Bus Service,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51965.00,0.00,182722.50,348400.00,334910.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502373,Interpretation Services,14500.00,8686.49,14500.00,6674.76,27000.00,16372.79,27000.00,16382.57,300500.00,295465.72,306000.00,311829.27
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502451,Employee Out-of-town Travel,0.00,0.00,0.00,0.00,0.00,396.44,0.00,0.00,0.00,0.00,30000.00,0.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502453,Employee Local Travel/Park,20800.00,44263.13,20800.00,28391.22,33500.00,35212.04,33500.00,189779.36,33500.00,16588.63,3500.00,14306.52
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502502,Cell Phones,4000.00,4299.09,4000.00,4993.62,5000.00,2824.47,5000.00,2759.53,5000.00,2864.39,5000.00,2889.28
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502701,Printing/Binding,3000.00,3102.30,3500.00,3326.00,4000.00,1950.00,4000.00,2412.50,4000.00,5695.00,6500.00,5555.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502883,Registration,0.00,0.00,0.00,516.00,500.00,710.00,500.00,0.00,500.00,0.00,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,502920,Other Rpr & Maint Srvc,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-89.89,0.00,0.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,503050,Host & Hostess,0.00,0.00,0.00,0.00,500.00,410.80,500.00,1126.03,500.00,187.83,500.00,0.00
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,503100,Offc & Admin Supply,6300.00,6665.31,5800.00,4872.54,7500.00,6991.93,7500.00,6436.19,7500.00,7582.56,7500.00,5531.17
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,503350,Educational Supply,20000.00,9768.11,20000.00,16339.34,21000.00,18208.45,22000.00,58298.51,22000.00,17976.64,22500.00,17460.70
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,505233,Rent Equipment,7000.00,5219.07,7000.00,7641.16,10000.00,7629.70,10000.00,11761.97,10000.00,1747.18,7500.00,7356.04
35131,MNPS General Purpose,80,MNPS,80101828,MNPS ELL,531001,Transfer Operational,5000.00,4356.00,5000.00,5000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
